Oblast,Raion,Hromada,Settlement,Population
Zaporizka,Polohivskyi,Tokmatska,Fabrychne,151
Zaporizka,Polohivskyi,Tokmatska,Ilchenkove,169
Zaporizka,Polohivskyi,Tokmatska,Ivanivka,168
Zaporizka,Polohivskyi,Tokmatska,Kharkove,172
Zaporizka,Polohivskyi,Tokmatska,Luhivka,291
Zaporizka,Polohivskyi,Tokmatska,Myrne,171
Zaporizka,Polohivskyi,Tokmatska,Nove,729
Zaporizka,Polohivskyi,Tokmatska,Novoprokopivka,747
Zaporizka,Polohivskyi,Tokmatska,Ocheretuvate,645
Zaporizka,Polohivskyi,Tokmatska,Ostrykivka,993
Zaporizka,Polohivskyi,Tokmatska,Petershahen,407
Zaporizka,Polohivskyi,Tokmatska,Pokrovske,765
Zaporizka,Polohivskyi,Tokmatska,Pshenychne,117
Zaporizka,Polohivskyi,Tokmatska,Rivne,11
Zaporizka,Polohivskyi,Tokmatska,Robotyne,475
Zaporizka,Polohivskyi,Tokmatska,Sadove,405
Zaporizka,Polohivskyi,Tokmatska,Shevchenkove,54
Zaporizka,Polohivskyi,Tokmatska,Skeliuvate,214
Zaporizka,Polohivskyi,Tokmatska,Snihurivka,324
Zaporizka,Polohivskyi,Tokmatska,Solodka Balka,191
Zaporizka,Polohivskyi,Tokmatska,Tokmak,29573
Zaporizka,Polohivskyi,Tokmatska,Trudove,680
Zaporizka,Polohivskyi,Tokmatska,Urozhaine,464
Zaporizka,Polohivskyi,Tokmatska,Zamozhne,132
Zaporizka,Polohivskyi,Voskresenska,Kinski Rozdory,3113
Zaporizka,Polohivskyi,Voskresenska,Lozove,70
Zaporizka,Polohivskyi,Voskresenska,Mahedove,200
Zaporizka,Polohivskyi,Voskresenska,Voskresenka,3648
Zaporizka,Polohivskyi,Vozdvyzhivska,Dobropillia,438
Zaporizka,Polohivskyi,Vozdvyzhivska,Dolynka,532
Zaporizka,Polohivskyi,Vozdvyzhivska,Hirke,68
Zaporizka,Polohivskyi,Vozdvyzhivska,Kopani,159
Zaporizka,Polohivskyi,Vozdvyzhivska,Krynychne,20
Zaporizka,Polohivskyi,Vozdvyzhivska,Nove Zaporizhzhia,103
Zaporizka,Polohivskyi,Vozdvyzhivska,Olenokostiantynivka,43
Zaporizka,Polohivskyi,Vozdvyzhivska,Pryluky,58
Zaporizka,Polohivskyi,Vozdvyzhivska,Rivne,53
Zaporizka,Polohivskyi,Vozdvyzhivska,Tsvitkove,92
Zaporizka,Polohivskyi,Vozdvyzhivska,Varvarivka,365
Zaporizka,Polohivskyi,Vozdvyzhivska,Verkhnia Tersa,909
Zaporizka,Polohivskyi,Vozdvyzhivska,Vozdvyzhivka,1324
Zaporizka,Vasylivskyi,Blahovishchenska,Blahovishchenka,2941
Zaporizka,Vasylivskyi,Blahovishchenska,Hurtove,77
Zaporizka,Vasylivskyi,Blahovishchenska,Ivanivka,2329
Zaporizka,Vasylivskyi,Blahovishchenska,Novodniprovka,1644
Zaporizka,Vasylivskyi,Blahovishchenska,Podove,276
Zaporizka,Vasylivskyi,Blahovishchenska,Shliakhove,40
Zaporizka,Vasylivskyi,Blahovishchenska,Tsvitkove,96
Zaporizka,Vasylivskyi,Dniprorudnenska,Dniprorudne,17736
Zaporizka,Vasylivskyi,Dniprorudnenska,Maiachka,228
Zaporizka,Vasylivskyi,Dniprorudnenska,Zlatopil,354
Zaporizka,Vasylivskyi,Enerhodarska,Enerhodar,52237
Zaporizka,Vasylivskyi,Kamiansko-Dniprovska,Kamianka-Dniprovska,12117
Zaporizka,Vasylivskyi,Kamiansko-Dniprovska,Novooleksiivka,81
Zaporizka,Vasylivskyi,Kamiansko-Dniprovska,Velyka Znamianka,8989
Zaporizka,Vasylivskyi,Malobilozerska,Balky,5938
Zaporizka,Vasylivskyi,Malobilozerska,Mala Bilozerka,5949
Zaporizka,Vasylivskyi,Malobilozerska,Novobilozerka,171
Zaporizka,Vasylivskyi,Malobilozerska,Orlianske,2974
Zaporizka,Vasylivskyi,Malobilozerska,Topolyne,661
Zaporizka,Vasylivskyi,Malobilozerska,Ulianivka,116
Zaporizka,Vasylivskyi,Malobilozerska,Vidnozhyne,573
Zaporizka,Vasylivskyi,Malobilozerska,Yasna Poliana,88
Zaporizka,Vasylivskyi,Mykhailivska,Burchak,1644
Zaporizka,Vasylivskyi,Mykhailivska,Mykhailivka,11530
Zaporizka,Vasylivskyi,Mykhailivska,Novovolodymyrivka,220
Zaporizka,Vasylivskyi,Mykhailivska,Pershotravneve,76
Zaporizka,Vasylivskyi,Mykhailivska,Petrivka,2
Zaporizka,Vasylivskyi,Mykhailivska,Pryshyb,3017
Zaporizka,Vasylivskyi,Mykhailivska,Rozivka,86
Zaporizka,Vasylivskyi,Mykhailivska,Slovianka,82
Zaporizka,Vasylivskyi,Mykhailivska,Smyrenivka,182
Zaporizka,Vasylivskyi,Mykhailivska,Tarsalak,86
Zaporizka,Vasylivskyi,Mykhailivska,Tymoshivka,3114
Zaporizka,Vasylivskyi,Mykhailivska,Vovkivka,137
Zaporizka,Vasylivskyi,Rozdolska,Abrykosivka,80
Zaporizka,Vasylivskyi,Rozdolska,Barvinivka,148
Zaporizka,Vasylivskyi,Rozdolska,Chornozemne,142
Zaporizka,Vasylivskyi,Rozdolska,Dniprovka,130
Zaporizka,Vasylivskyi,Rozdolska,Kavunivka,120
Zaporizka,Vasylivskyi,Rozdolska,Kokhane,459
Zaporizka,Vasylivskyi,Rozdolska,Liubymivka,1224
Zaporizka,Vasylivskyi,Rozdolska,Lymanivka,106
Zaporizka,Vasylivskyi,Rozdolska,Nove Pole,80
Zaporizka,Vasylivskyi,Rozdolska,Novohorivka,1245
Zaporizka,Vasylivskyi,Rozdolska,Novoliubymivka,301
Zaporizka,Vasylivskyi,Rozdolska,Peremozhne,218
Zaporizka,Vasylivskyi,Rozdolska,Rivne,120
Zaporizka,Vasylivskyi,Rozdolska,Rozdol,764
Zaporizka,Vasylivskyi,Rozdolska,Sadove,134
Zaporizka,Vasylivskyi,Rozdolska,Shevchenka,114
Zaporizka,Vasylivskyi,Rozdolska,Solovivka,112
Zaporizka,Vasylivskyi,Rozdolska,Stepove,48
Zaporizka,Vasylivskyi,Rozdolska,Suvore,24
Zaporizka,Vasylivskyi,Rozdolska,Tavriia,317
Zaporizka,Vasylivskyi,Rozdolska,Traktorne,278
Zaporizka,Vasylivskyi,Rozdolska,Trudoliubymivka,276
Zaporizka,Vasylivskyi,Rozdolska,Trudovyk,24
Zaporizka,Vasylivskyi,Rozdolska,Ukrainka,90
Zaporizka,Vasylivskyi,Rozdolska,Vodne,106
Zaporizka,Vasylivskyi,Rozdolska,Volodymyrivka,18
Zaporizka,Vasylivskyi,Rozdolska,Vynohradivka,161
Zaporizka,Vasylivskyi,Rozdolska,Vyshneve,408
Zaporizka,Vasylivskyi,Rozdolska,Vyshnivka,94
Zaporizka,Vasylivskyi,Rozdolska,Vysoke,722
Zaporizka,Vasylivskyi,Rozdolska,Zavitne,121
Zaporizka,Vasylivskyi,Rozdolska,Zelenyi Hai,276
Zaporizka,Vasylivskyi,Stepnohirska,Lobkove,99
Zaporizka,Vasylivskyi,Stepnohirska,Lukianivske,143
Zaporizka,Vasylivskyi,Stepnohirska,Mali Shcherbaky,351
Zaporizka,Vasylivskyi,Stepnohirska,Pavlivka,174
Zaporizka,Vasylivskyi,Stepnohirska,Piatykhatky,301
Zaporizka,Vasylivskyi,Stepnohirska,Prymorske,3840
Zaporizka,Vasylivskyi,Stepnohirska,Stepnohirsk,4294
Zaporizka,Vasylivskyi,Stepnohirska,Stepove,118
Zaporizka,Vasylivskyi,Stepnohirska,Zherebianky,161
Zaporizka,Vasylivskyi,Vasylivska,Dolynka,386
Zaporizka,Vasylivskyi,Vasylivska,Hladke,97
Zaporizka,Vasylivskyi,Vasylivska,Hrozove,147
Zaporizka,Vasylivskyi,Vasylivska,Kamianske,2639
Zaporizka,Vasylivskyi,Vasylivska,Konovalova,45
Zaporizka,Vasylivskyi,Vasylivska,Lisne,81
Zaporizka,Vasylivskyi,Vasylivska,Luhove,484
Zaporizka,Vasylivskyi,Vasylivska,Peremozhne,189
Zaporizka,Vasylivskyi,Vasylivska,Pershotravneve,439
Zaporizka,Vasylivskyi,Vasylivska,Pidhirne,925
Zaporizka,Vasylivskyi,Vasylivska,Plavni,329
Zaporizka,Vasylivskyi,Vasylivska,Shevchenka,406
Zaporizka,Vasylivskyi,Vasylivska,Shyroke,689
Zaporizka,Vasylivskyi,Vasylivska,Skelky,2205
Zaporizka,Vasylivskyi,Vasylivska,Ternuvate,46
Zaporizka,Vasylivskyi,Vasylivska,Vasylivka,12567
Zaporizka,Vasylivskyi,Vasylivska,Verkhnia Krynytsia,1529
Zaporizka,Vasylivskyi,Vasylivska,Zelenyi Hai,233
Zaporizka,Vasylivskyi,Velykobilozerska,Hiunivka,720
Zaporizka,Vasylivskyi,Velykobilozerska,Kachkarivka,38
Zaporizka,Vasylivskyi,Velykobilozerska,Novopetrivka,265
Zaporizka,Vasylivskyi,Velykobilozerska,Velyka Bilozerka,1329
Zaporizka,Vasylivskyi,Velykobilozerska,Zelena Balka,1
Zaporizka,Vasylivskyi,Vodianska,Dniprovka,4017
Zaporizka,Vasylivskyi,Vodianska,Novoukrainka,439
Zaporizka,Vasylivskyi,Vodianska,Novovodiane,1939
Zaporizka,Vasylivskyi,Vodianska,Prymirne,224
Zaporizka,Vasylivskyi,Vodianska,Stepove,33
Zaporizka,Vasylivskyi,Vodianska,Symyrenkove,53
Zaporizka,Vasylivskyi,Vodianska,Vodiane,5921
Zaporizka,Vasylivskyi,Vodianska,Zapovitne,1314
Zaporizka,Zaporizkyi,Bilenkivska,Bilenke Pershe,0
Zaporizka,Zaporizkyi,Bilenkivska,Bilenke,4976
Zaporizka,Zaporizkyi,Bilenkivska,Chervonodniprovka,64
Zaporizka,Zaporizkyi,Bilenkivska,Kanivske,636
Zaporizka,Zaporizkyi,Bilenkivska,Lysohirka,1008
Zaporizka,Zaporizkyi,Bilenkivska,Marivka,1796
Zaporizka,Zaporizkyi,Bilenkivska,Novoserhiivka,173
Zaporizka,Zaporizkyi,Bilenkivska,Smoliane,152
Zaporizka,Zaporizkyi,Bilenkivska,Udilenske,19
Zaporizka,Zaporizkyi,Dolynska,Baburka,362
Zaporizka,Zaporizkyi,Dolynska,Dolynske,689
Zaporizka,Zaporizkyi,Dolynska,Kantserivka,193
Zaporizka,Zaporizkyi,Dolynska,Khortytsia,0
Zaporizka,Zaporizkyi,Dolynska,Nove Zaporizhzhia,771
Zaporizka,Zaporizkyi,Dolynska,Novoslobidka,548
Zaporizka,Zaporizkyi,Dolynska,Nyzhnia Khortytsia,778
Zaporizka,Zaporizkyi,Dolynska,Rozumivka,1979
Zaporizka,Zaporizkyi,Dolynska,Vysokohirne,251
Zaporizka,Zaporizkyi,Komyshuvaska,Blakytne,90
Zaporizka,Zaporizkyi,Komyshuvaska,Druzhne,22
Zaporizka,Zaporizkyi,Komyshuvaska,Dudnykove,26
Zaporizka,Zaporizkyi,Komyshuvaska,Hryhorivske,162
Zaporizka,Zaporizkyi,Komyshuvaska,Kalynivka,208
Zaporizka,Zaporizkyi,Komyshuvaska,Komyshuvakha,5251
Zaporizka,Zaporizkyi,Komyshuvaska,Kushchove,191
Zaporizka,Zaporizkyi,Komyshuvaska,Kyrpotyne,185
Zaporizka,Zaporizkyi,Komyshuvaska,Mahdalynivka,462
Zaporizka,Zaporizkyi,Komyshuvaska,Novoboikivske,34
Zaporizka,Zaporizkyi,Komyshuvaska,Novoiakovlivka,561
Zaporizka,Zaporizkyi,Komyshuvaska,Novoivanivka,822
Zaporizka,Zaporizkyi,Komyshuvaska,Novomykhailivka,15
Zaporizka,Zaporizkyi,Komyshuvaska,Novorozivka,256
Zaporizka,Zaporizkyi,Komyshuvaska,Novotavrycheske,1069
Zaporizka,Zaporizkyi,Komyshuvaska,Novotroitske,355
Zaporizka,Zaporizkyi,Komyshuvaska,Odarivka,202
Zaporizka,Zaporizkyi,Komyshuvaska,Olenivka,575
Zaporizka,Zaporizkyi,Komyshuvaska,Shchaslyve,738
Zaporizka,Zaporizkyi,Komyshuvaska,Slavne,83
Zaporizka,Zaporizkyi,Komyshuvaska,Tarasivka,109
Zaporizka,Zaporizkyi,Komyshuvaska,Trudoliubivka,13
Zaporizka,Zaporizkyi,Komyshuvaska,Trudoolenivka,119
Zaporizka,Zaporizkyi,Komyshuvaska,Vesele,50
Zaporizka,Zaporizkyi,Komyshuvaska,Vilne,103
Zaporizka,Zaporizkyi,Komyshuvaska,Yasna Poliana,617
Zaporizka,Zaporizkyi,Komyshuvaska,Zapasne,52
Zaporizka,Zaporizkyi,Komyshuvaska,Zarichne,1691
Zaporizka,Zaporizkyi,Komyshuvaska,Zhovta Krucha,339
Zaporizka,Zaporizkyi,Komyshuvaska,Zhovtenke,170
Zaporizka,Zaporizkyi,Kushuhumska,Balabyne,5850
Zaporizka,Zaporizkyi,Kushuhumska,Kushuhum,7796
Zaporizka,Zaporizkyi,Kushuhumska,Malokaterynivka,3292
Zaporizka,Zaporizkyi,Matviivska,Bekarivka,219
Zaporizka,Zaporizkyi,Matviivska,Druzheliubivka,447
Zaporizka,Zaporizkyi,Matviivska,Hasanivka,216
Zaporizka,Zaporizkyi,Matviivska,Kamiane,1117
Zaporizka,Zaporizkyi,Matviivska,Kupriianivka,468
Zaporizka,Zaporizkyi,Matviivska,Mala Kupriianivka,71
Zaporizka,Zaporizkyi,Matviivska,Matviivka,3859
Zaporizka,Zaporizkyi,Matviivska,Novoivanivske,89
Zaporizka,Zaporizkyi,Matviivska,Novosofiivka,410
Zaporizka,Zaporizkyi,Matviivska,Troiandy,130
Zaporizka,Zaporizkyi,Matviivska,Ukrainka,336
Zaporizka,Zaporizkyi,Matviivska,Yakovleve,146
Zaporizka,Zaporizkyi,Mykhailivska,Andriivka,9
Zaporizka,Zaporizkyi,Mykhailivska,Bohatyrivka,1239
Zaporizka,Zaporizkyi,Mykhailivska,Heorhiivske,222
Zaporizka,Zaporizkyi,Mykhailivska,Krynychne,294
Zaporizka,Zaporizkyi,Mykhailivska,Liutserna,1161
Zaporizka,Zaporizkyi,Mykhailivska,Mykhailivka,2155
Zaporizka,Zaporizkyi,Mykhailivska,Nahirne,49
Zaporizka,Zaporizkyi,Mykhailivska,Serhiivka,234
Zaporizka,Zaporizkyi,Mykhailivska,Sokolivka,630
Zaporizka,Zaporizkyi,Mykhailivska,Vasylivske,41
Zaporizka,Zaporizkyi,Mykhailivska,Vilnoandriivka,839
Zaporizka,Zaporizkyi,Mykhailivska,Vilnohrushivske,96
Zaporizka,Zaporizkyi,Mykhailivska,Vilnokurianivske,25
Zaporizka,Zaporizkyi,Mykhailivska,Vilnoulanivske,55
Zaporizka,Zaporizkyi,Mykhailivska,Zaporizke,106
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Adrianivka,434
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Antonivka,346
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Blahovishchenske,74
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Bohdanivka,92
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Helendzhyk,86
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Kolos,55
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Kozache,66
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Krutyi Yar,130
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Maksymivka,565
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Mykhailo-Lukasheve,1096
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Mykilske,115
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Myroliubivka,484
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Novofedorivka,116
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Novomykhailivske,81
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Novomyrhorodka,154
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Novovasylivske,86
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Pryvilne,404
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Raiske,262
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Shyroke,366
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Tersianka,196
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Trudoliubivka,110
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Ukromne,30
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Vasylkivske,416
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Veselivske,49
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Volodymyrivka,173
Zaporizka,Zaporizkyi,Mykhailo-Lukashivska,Zelenyi Hai,102
Zaporizka,Zaporizkyi,Novomykolaivska,Berestove,152
Zaporizka,Zaporizkyi,Novomykolaivska,Blahodatne,35
Zaporizka,Zaporizkyi,Novomykolaivska,Bohdanivka,122
Zaporizka,Zaporizkyi,Novomykolaivska,Bohunivka,49
Zaporizka,Zaporizkyi,Novomykolaivska,Dubovyi Hai,89
Zaporizka,Zaporizkyi,Novomykolaivska,Dudnykove,226
Zaporizka,Zaporizkyi,Novomykolaivska,Holubkove,47
Zaporizka,Zaporizkyi,Novomykolaivska,Horlytske,65
Zaporizka,Zaporizkyi,Novomykolaivska,Hranychne,60
Zaporizka,Zaporizkyi,Novomykolaivska,Ivanivske,333
Zaporizka,Zaporizkyi,Novomykolaivska,Kamianka,50
Zaporizka,Zaporizkyi,Novomykolaivska,Kamianuvate,64
Zaporizka,Zaporizkyi,Novomykolaivska,Kashtanivka,69
Zaporizka,Zaporizkyi,Novomykolaivska,Krynivka,132
Zaporizka,Zaporizkyi,Novomykolaivska,Kyivske,174
Zaporizka,Zaporizkyi,Novomykolaivska,Lystivka,244
Zaporizka,Zaporizkyi,Novomykolaivska,Marianivka,109
Zaporizka,Zaporizkyi,Novomykolaivska,Mykhailivske,530
Zaporizka,Zaporizkyi,Novomykolaivska,Mykolai-Pole,73
Zaporizka,Zaporizkyi,Novomykolaivska,Mykolaivka Druha,58
Zaporizka,Zaporizkyi,Novomykolaivska,Nizhenka,12
Zaporizka,Zaporizkyi,Novomykolaivska,Nove Pole,184
Zaporizka,Zaporizkyi,Novomykolaivska,Novohryhorivka,67
Zaporizka,Zaporizkyi,Novomykolaivska,Novoivankivka,364
Zaporizka,Zaporizkyi,Novomykolaivska,Novokasianivka,24
Zaporizka,Zaporizkyi,Novomykolaivska,Novomykolaivka,4983
Zaporizka,Zaporizkyi,Novomykolaivska,Novosolone,214
Zaporizka,Zaporizkyi,Novomykolaivska,Novoukrainka,390
Zaporizka,Zaporizkyi,Novomykolaivska,Novoviktorivka,53
Zaporizka,Zaporizkyi,Novomykolaivska,Novovolodymyrivka,163
Zaporizka,Zaporizkyi,Novomykolaivska,Oleksiivka,51
Zaporizka,Zaporizkyi,Novomykolaivska,Ostrovske,235
Zaporizka,Zaporizkyi,Novomykolaivska,Petropavlivka,112
Zaporizka,Zaporizkyi,Novomykolaivska,Petropavlivske,97
Zaporizka,Zaporizkyi,Novomykolaivska,Pidhirne,373
Zaporizka,Zaporizkyi,Novomykolaivska,Rodynske,14
Zaporizka,Zaporizkyi,Novomykolaivska,Rozivka,47
Zaporizka,Zaporizkyi,Novomykolaivska,Rybalske,54
Zaporizka,Zaporizkyi,Novomykolaivska,Sadove,48
Zaporizka,Zaporizkyi,Novomykolaivska,Serhiivka,143
Zaporizka,Zaporizkyi,Novomykolaivska,Shevchenkivske,258
Zaporizka,Zaporizkyi,Novomykolaivska,Sofiivka,659
Zaporizka,Zaporizkyi,Novomykolaivska,Sorochyne,130
Zaporizka,Zaporizkyi,Novomykolaivska,Storchove,267
Zaporizka,Zaporizkyi,Novomykolaivska,Ternivka,136
Zaporizka,Zaporizkyi,Novomykolaivska,Tersianka,444
Zaporizka,Zaporizkyi,Novomykolaivska,Trudove,307
Zaporizka,Zaporizkyi,Novomykolaivska,Veselyi Hai,497
Zaporizka,Zaporizkyi,Novomykolaivska,Viktorivka,102
Zaporizka,Zaporizkyi,Novomykolaivska,Vilne,49
Zaporizka,Zaporizkyi,Novomykolaivska,Voskresenka,57
Zaporizka,Zaporizkyi,Novomykolaivska,Zalyvne,369
Zaporizka,Zaporizkyi,Novomykolaivska,Zelena Dibrova,104
Zaporizka,Zaporizkyi,Novomykolaivska,Zelene,196
Zaporizka,Zaporizkyi,Novooleksandrivska,Hryhorivka,1202
Zaporizka,Zaporizkyi,Novooleksandrivska,Novooleksandrivka,1473
Zaporizka,Zaporizkyi,Novooleksandrivska,Novoolenivka,87
Zaporizka,Zaporizkyi,Novooleksandrivska,Richne,109
Zaporizka,Zaporizkyi,Novooleksandrivska,Veselianka,944
Zaporizka,Zaporizkyi,Novooleksandrivska,Yulivka,669
Zaporizka,Zaporizkyi,Novooleksandrivska,Zaporozhets,182
Zaporizka,Zaporizkyi,Pavlivska,Berestove,140
Zaporizka,Zaporizkyi,Pavlivska,Biliaivka,360
Zaporizka,Zaporizkyi,Pavlivska,Liubomyrivka,191
Zaporizka,Zaporizkyi,Pavlivska,Novoselivka,180
Zaporizka,Zaporizkyi,Pavlivska,Novoukrainka,159
Zaporizka,Zaporizkyi,Pavlivska,Novovasylivka,443
Zaporizka,Zaporizkyi,Pavlivska,Pavlivske,452
Zaporizka,Zaporizkyi,Pavlivska,Pershozvanivka,91
Zaporizka,Zaporizkyi,Pavlivska,Pody,83
Zaporizka,Zaporizkyi,Pavlivska,Rezedivka,53
Zaporizka,Zaporizkyi,Pavlivska,Rozdollia,72
Zaporizka,Zaporizkyi,Pavlivska,Semenenkove,456
Zaporizka,Zaporizkyi,Pavlivska,Shevchenkove,163
Zaporizka,Zaporizkyi,Pavlivska,Solone,1285
Zaporizka,Zaporizkyi,Pavlivska,Spasivka,315
Zaporizka,Zaporizkyi,Pavlivska,Vasylivka,61
Zaporizka,Zaporizkyi,Pavlivska,Vivcharne,24
Zaporizka,Zaporizkyi,Pavlivska,Vyshneve,39
Zaporizka,Zaporizkyi,Pavlivska,Zadorozhnie,87
Zaporizka,Zaporizkyi,Pavlivska,Zelene,171
Zaporizka,Zaporizkyi,Pavlivska,Znachkove,354
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Dniprovka,681
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Hnarovske,835
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Hrushivka,153
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Hubenske,6
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Kruhlyk,32
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Orlivske,45
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Perun,23
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Petro-Mykhailivka,1500
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Petro-Svystunove,266
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Prydolynivka,44
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Shevchenka,98
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Tarasivka,50
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Ternivka,596
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Ulianivka,262
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Velykodubove,228
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Verbove,438
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Yakymivka,94
Zaporizka,Zaporizkyi,Petro-Mykhailivska,Yasynuvate,121
Zaporizka,Zaporizkyi,Shyrokivska,Avhustynivka,1002
Zaporizka,Zaporizkyi,Shyrokivska,Chervonyi Yar,114
Zaporizka,Zaporizkyi,Shyrokivska,Dniprelstan,417
Zaporizka,Zaporizkyi,Shyrokivska,Dniprovi Khvyli,89
Zaporizka,Zaporizkyi,Shyrokivska,Dolynivka,81
Zaporizka,Zaporizkyi,Shyrokivska,Fedorivka,161
Zaporizka,Zaporizkyi,Shyrokivska,Hurskoho,6
Zaporizka,Zaporizkyi,Shyrokivska,Ivanhorod,32
Zaporizka,Zaporizkyi,Shyrokivska,Krylivske,42
Zaporizka,Zaporizkyi,Shyrokivska,Lemeshynske,38
Zaporizka,Zaporizkyi,Shyrokivska,Lukasheve,1175
Zaporizka,Zaporizkyi,Shyrokivska,Malyshivka,264
Zaporizka,Zaporizkyi,Shyrokivska,Morozivka,176
Zaporizka,Zaporizkyi,Shyrokivska,Mykolai-Pole,974
Zaporizka,Zaporizkyi,Shyrokivska,Nadiia,241
Zaporizka,Zaporizkyi,Shyrokivska,Novodniprovka,29
Zaporizka,Zaporizkyi,Shyrokivska,Novopetrivka,599
Zaporizka,Zaporizkyi,Shyrokivska,Novoselyshche,88
Zaporizka,Zaporizkyi,Shyrokivska,Novovoznesenka,41
Zaporizka,Zaporizkyi,Shyrokivska,Petropavlivka,79
Zaporizka,Zaporizkyi,Shyrokivska,Petropil,373
Zaporizka,Zaporizkyi,Shyrokivska,Prydniprovske,79
Zaporizka,Zaporizkyi,Shyrokivska,Pryvilne,105
Zaporizka,Zaporizkyi,Shyrokivska,Pryvitne,190
Zaporizka,Zaporizkyi,Shyrokivska,Ruchaivka,314
Zaporizka,Zaporizkyi,Shyrokivska,Shyroke,1082
Zaporizka,Zaporizkyi,Shyrokivska,Soniachne,588
Zaporizka,Zaporizkyi,Shyrokivska,Svitanok,268
Zaporizka,Zaporizkyi,Shyrokivska,Vesele,402
Zaporizka,Zaporizkyi,Shyrokivska,Vidradne,1375
Zaporizka,Zaporizkyi,Shyrokivska,Vodiane,46
Zaporizka,Zaporizkyi,Shyrokivska,Volodymyrivske,1690
Zaporizka,Zaporizkyi,Shyrokivska,Yavornytske,106
Zaporizka,Zaporizkyi,Shyrokivska,Zelenopillia,315
Zaporizka,Zaporizkyi,Shyrokivska,Zoriane,323
Zaporizka,Zaporizkyi,Stepnenska,Cherepivske,31
Zaporizka,Zaporizkyi,Stepnenska,Ivano-Hannivka,96
Zaporizka,Zaporizkyi,Stepnenska,Lezhyne,1662
Zaporizka,Zaporizkyi,Stepnenska,Natalivka,1041
Zaporizka,Zaporizkyi,Stepnenska,Novostepnianske,465
Zaporizka,Zaporizkyi,Stepnenska,Rostushche,139
Zaporizka,Zaporizkyi,Stepnenska,Shevchenkivske,351
Zaporizka,Zaporizkyi,Stepnenska,Stepne,1466
Zaporizka,Zaporizkyi,Tavriiska,Liubymivka,122
Zaporizka,Zaporizkyi,Tavriiska,Tavriiske,3456
Zaporizka,Zaporizkyi,Tavriiska,Yurkivka,1775
Zaporizka,Zaporizkyi,Ternuvatska,Barvinivka,490
Zaporizka,Zaporizkyi,Ternuvatska,Boikove,111
Zaporizka,Zaporizkyi,Ternuvatska,Danylivka,28
Zaporizka,Zaporizkyi,Ternuvatska,Kosivtseve,170
Zaporizka,Zaporizkyi,Ternuvatska,Lisne,160
Zaporizka,Zaporizkyi,Ternuvatska,Liubytske,634
Zaporizka,Zaporizkyi,Ternuvatska,Myrivka,46
Zaporizka,Zaporizkyi,Ternuvatska,Prydorozhnie,50
Zaporizka,Zaporizkyi,Ternuvatska,Rizdvianka,791
Zaporizka,Zaporizkyi,Ternuvatska,Samiilivka,438
Zaporizka,Zaporizkyi,Ternuvatska,Svitla Dolyna,155
Zaporizka,Zaporizkyi,Ternuvatska,Ternuvate,1250
Zaporizka,Zaporizkyi,Ternuvatska,Vasylkove,105
Zaporizka,Zaporizkyi,Ternuvatska,Zarichne,14
Zaporizka,Zaporizkyi,Ternuvatska,Zirnytsia,92
